date,review
il y a 6 ans,"On vas dire que je râles toujours ! Mais j'y suis allé avec mon épouse le jour de l'arrivée du Tour de France, et, bien que Parisien, j'avais honte pour les touristes. Une attente interminable, une serveuse qui fait la gueule, des calamars …"
il y a un an,"Lieu très agréable, c’est la première fois que je mange au Macdo sans l’impression d’y être, la décoration extérieur est magnifique."
il y a 2 ans,"Ayant passé un entretien pour un poste d'assistante administrative, j'ai été surprise des questions interdites par la loi pendant l'entretien, je cite : Allez-vous vous marier bientôt ? Envisagez vous d'avoir des enfants prochainement ? A fuir !!!"
il y a 4 ans,Grand restaurant des champs élysées bien situé proche de l'arc de triomphe. Décoration moderne sur deux étages avec en plus une mezzanine. Accessible par ascenseur. Venue vers 1 h du matin le restaurant était propre... Les toilettes …
il y a 4 ans,"Restaurant sale. Et je ne parle pas des toilettes... Les employés sympathique nettoie régulièrement mais les clients  sont irrespectueux du travail effectué.
Produits MC do, surgelé, gras et fade. Sans aucun intérêt si l on veux manger sainement"
il y a 3 ans,"C’est la première fois que je met un commentaire, en plus d’être mon premier commentaire c’est un commentaire négatif 😭😭 plus pire encore c’est un commentaire négatif sur Mcdo 😭😭😭 …"
il y a 4 ans,Frites et Big Mac froides. La prochaine fois on visite Quick. En plus les gens fumes à côté de toi.
il y a 2 ans,"Nul aucun respect du client et en plus  erreur dans la commande je n'y retournerai certainement pas.
Au service café la personne fonctionne comme un escargot et c'est à moitié …"
il y a 2 ans,"30 minutes pour obtenir sa commande après passage à la borne,  après 20 min de file d attente pour les WC oups si tu n'as ni jeton ni une pièce en poche ben tu ré commences la queue, tables non nettoyées"
il y a un an,"Très propre... plutôt rare dans les restaurants Mac Donalds.... seul bémol, toilettes payantes ou avec jeton.. pas très pratique."
il y a un an,C'est un Fast Food voilà tout. Pas de quoi s'extasier devant la qualité de la cuisine.
il y a 9 mois,A fuir !! Ils ont donner ma commande à quelqu’un d’autre et n’ont pas voulus me la donner.
il y a 4 ans,Bien pour vous de  brasser du monde ....mais laisser attendre les gens  les gens avec leur plateaux 15  min pour trouver une place avec chaise haute ...donc mangeais froid c'est une honte …
il y a 2 ans,"L'ensemble est correct, décoration intérieure originale. Mon collègue et moi avons confondu la manager avec une statue tellement elle restait immobile et ne faisait rien."
il y a 6 ans,"Bonsoir
Je finis de manger dans ce lieu...
Commande passée vers 23h30, pas particulièrement de foule mais quasiment 20mn …"
il y a 2 ans,"Le 23/11/21 vers 16h j'ai pris un café sur place. Aucun contrôle du pass sanitaire...
Et pourtant tous les consommateurs à l'étage étaient sans masque.
Bravo le respect des règles 😡 …"
il y a 4 ans,Un large choix même en menu salade...
il y a 5 ans,"(avis d'un ami)
Mais quelle catastrophe...
Odeur de moisi quand on arrive dans le MacDo. …"
il y a 6 ans,"En un mot ""minable"". Je n'y étais pas allé depuis leur nouveau concept avec prise de commande aux bornes uniquement. Nous y sommes allés à 5, et malgré le fait que nous avons tous commandé au même moment à quelques secondes d'intervalles... …"
il y a 6 ans,"Restaurant plutôt agréable et propre.
Ce qui concerne la nourriture, c’est assez bon mis à part les frites froides.
Le personnel au niveau comptoir n’est pas très accueillant par le fait d’un …"
il y a 4 ans,"L'entrée fait accueillante, par contre on perd plus de temps a commander sur les bornes qu'a faire la queue au caisse ?
Et à l'étage, la salle ne fait pas propre du tout, dommage."
il y a un an,"C'est un Mc Do, mais sur les Champs Elysées..... Un peu plus cher peut être, mais bon, ça reste un Mc Do..... Quand on peut pas dépenser beaucoup pour un midi et qu'on veut manger rapidement on y va.... Mais c'est de plus en plus cher je trouve, et pour de la nourriture industrielle ça énerve !"
il y a 4 ans,Le personnel est très lent dimanche soir je n’imagine même pas aux heures de pointes. Personnel pas assez efficace manque de sauces et de pailles dans ma commande. Le logby est très très sale. A FUIR !!!
il y a un an,"Mdrr y’a une serveuse métissée, je l’es juste fais un signe des mains et je me suis excusé et elle continue à trop parler.
Changez vos personnels parce que mdrr c’est abusé."
il y a 2 ans,"Attente trop longue pour commande à emporter (15 min) et tout cela pour un simple sandwich
Des commandes sur place prêtes beaucoup plus tôt - du coup on se demande à quoi cela sert de prendre à emporter"
il y a un an,"Il y a plus de borne que de table, une queue pas possible pour se rendre au toilette, des touristes qui pensent être tout permis.. vraiment à revoir.."
il y a un an,"McDo propre. A l'étage, on a vue sur les Champs. Dommage que l'accueil soit un peu froid (les lieux), et qu'il n'y ait pas de service à table comme dans d'autres."
il y a 7 mois,"Il manque des produits pour ma commande, toilettes sale."
il y a 3 mois,super musique j’adore
il y a 2 ans,"Le burger était sec, bien plus que dans d'autte McDonald's, en plus le personnel n'est vraiment pas aimable. Pas de serviette et pas pas de ketchup alors que c'était commander.
Bref n'y allait pas."
il y a 2 ans,Très déçu. Je suis allée prendre un petit déjeuner. Et le service magdocafe et toujours pa ouve j'ai attendu plus de 30 minutes et j'ai du partir prendre mon petit déjeuner chez Paul.
il y a 4 ans,"C'est le pire mac donald que j'ai vu. Pourtant je mange dans chaque ville ou pays que je visite. Italie grece Espagne...
Trop faim, on rentre ""super ya pas grand monde"" Si des roumaines avec des …"
il y a 5 ans,"Je n’ai rien contre Mc Do mais celui sur les Champs a éviter .
Samedi au soir du 14 juillet , nous y allons pour prendre des Happy meal  pour nos 4 enfants. …"
il y a 4 ans,"Toilettes dégueulasses ! Des excrements sur du papier d'une poubelle débordante, odeur immonde après avoir mangé j'ai failli vomir. Propreté à revoir, une honte pour un restaurant sur les champs élysées."
il y a 5 ans,"Une vraie honte !!! 3 écrans interactifs sur 5 sont rendus inutilisables volontairement par le personnel, en sous effectif....  Des détritus par terre, des toilettes payantes et degoutantes. Quand on pense que c'est situé dans 1 quartier ultratouristique."
il y a 4 ans,"La dernière fois que je suis venue, personnel, prix, cadre agréables comme dans les autres Macdo.
En revanche toilettes payantes. Des toilettes payantes ! Dans un Mac do ! …"
il y a un an,"Petit bémol pour payer les toilettes .
Sinon la rapidité est incroyable .
FÉLICITATIONS !"
il y a 7 mois,Nul trop chère waffe waffe trop de emre perdu
il y a 3 ans,"Personnel pas aimable, macdo sale quand on demande de laver la table on a l'impression des les embêter. Ah ça pour rigoler derrière le comptoir ca passe bien.
Et ne parlons pas des toilettes qui sont beurk."
il y a un an,"J y suis allé à 1h du matin après une bonne sortie à un bar, très réconfortant"
il y a un an,"C’est de loin le pire Mcdo que j’ai jamais vu de ma vie, les personnels prennent de haut, les commandes qui prennent 1h à venir! Faut faire quelque chose ."
il y a 2 ans,Attention le 12/08/2021 un pick pocket (jeune fille des pays de l'Est) s'est promené sans aucun problème au 2 ème étage du Mc DO et a volé le téléphone de ma fille. Le videur n'en avait absolument rien à faire!!! Vos biens ne sont pas en sécurité dans ce Mc Do. Méfiance
il y a 7 ans,"Perso nous sommes venus un dimanche aprèm vers 17h . Commande au bornes , en 10 15 min nous étions servis. Mais pas beaucoup de place , ni en terrasse . Mais cela reste un mac do et Paris il y a toujours beaucoup de monde donc c'est compréhensible"
il y a 4 ans,"Incroyable, un fast food qui a des videurs, qui trient les gens et décident si vous rentrez ou pas. Très agressifs. Si votre tête ne leur revient pas, eh bien vous rentrez pas, comme dans les boîtes de nuit. On se croirait dans un film dystopique."
il y a 6 ans,"Salle en sous sol avec beaucoup de monde : sensation d'étouffer, pain des sandwichs non frais, j'avais l'impression de manger du pain de la veille ou d'avant ! Moi qui avais misé sur la valeur sûre en terme de goût !"
il y a 4 ans,"Je suis parti manger hier soir personnel incompetant , mes amies et moi nous avons demandé un service a table nous ne l'avons pas eu . Petite quantiter, oublie de serviette  , oublie de sauce , une dame pas souriante qui parle et regarde …"
il y a 2 ans,"Malgré le service à table inexistant les employés que ce soit de sécurité ou derrière la caisse sont adorables et les commandes toujours complètes ça me change des mcdo à côté de chez moi, merci de votre sérieux et votre propreté dans votre restaurant votre manager ou employé doit être top !"
il y a un an,Toilettes dans un état déplorable..les clients devraient avoir plus de respect pour les lieux et la direction devrait mettre les moyens pour que les gens respectueux puissent jouir d un lieux propre ...
il y a 9 ans,"On pourrait se dire que le McDonald's des Champs-Elysées sur la plus belle avenue du monde mériterait 5 étoiles mais ce n'est pas le cas. Pour être franc, je pense que c'est plus en partie du à la clientèle et au succès du lieu qu'au …"
il y a 4 ans,Je constate que Macdonald coupe la connexion internet bien avant la fermeture. Très bien vous avez fait un choix. Moi je fais le mien je ne prendrai plus la peine de m'y rendre. Vous avez perdu un client.
il y a un mois,Trop de glaçons
il y a un an,Macdo bien placé. Très bon humberger mais par contre les frites très froides. Dans tous les macdo les frites sont à chaque fois pas assez cuites et froides
il y a 5 ans,Établissement bien repensé. La propreté de la salle inférieure et supérieure mérite plus d'attention. Accès pour handicapés ok. Toilettes à revoir pour agrandissement et rafraîchissement.
il y a un an,"Propre, rapide, efficace ! Tout ce qu’on demande à une grande chaîne comme celle ci !
Je reviendrai"
il y a 4 ans,"Qualité des burgers pendant le rush assez mauvaise, sûrement du full kitchen donc préparé à l'avance pour les non connaisseurs.
rien détonnant donc. …"
il y a 5 ans,"la jeune demoiselle qui s'occupe des commandes passer sur la machine ce lundi 30 avril 2018 vers 16h, est une personne vraiment agréable et serviable, j'ai passer commande d'un Fanta sans glaçons si tu lit ce message bonne continuation"
il y a 4 ans,"On n'aime ou on n'aime pas le McDonald's. Pas besoin d'en faire des tonnes sur le concept. Personnellement, je préfère leurs concurrents mais l'emplacement de celui-ci est très bien et la salle est grande et très propre avec même un petit coin pour les enfants."
il y a 2 ans,"Très déçue, c'est de pire en pire,j'ai commandé un petit faim hamberger sur la photo c'était bien présenté ,après en voyant le sandwich y'avais que du steak et un morceau cornichons non mais j'hallucine c'est du vol 2,05€ c'est abusé je ne recommande pas du tout."
il y a 10 ans,"Ce McDonald's m'a épaté sur la rapidité de commande et de réception. En effet, bien que nous soyons sur les champs et qu'il y a un monde fou, on ne ressent que très peu l'attente. De plus, il est assez grand. On a donc pas trop de difficultés à y trouver de la place."
